KxIndex	ContractId	Age	Gender	Children	Profession	"Customer Type"	"Multiple cars"	"Driving Licence Years"	"Car category"	"Annual Kilometers"	Gearbox	Fuel	Claim	rr_Claim
7002	8512	38	Woman	1	Student	Agency	Yes	13	Sport	28302	Automatic	Diesel		0.31105863135645317
7003	8513	51	Woman	2	"Private Sector - Employee"	Agency	Yes	15	Estate	25428	Automatic	Petrol		-0.1076173793322779
7004	8514	58	Woman	4+	"Private Sector - Employee"	Agency	No	8	Estate	27061	Automatic	Diesel		-0.056197832803852044
7005	8515	39	Man	4+	"Public Sector - Employee"	Agency	No	11	Sport	45152	Automatic	Diesel		0.34693272328606817
7006	8516	20	Man	4+	"Public Sector - Employee"	On-line	Yes	2	Estate	20793	Automatic	Petrol		0.13015351361930272
7007	8517	34	Woman	2	Independant	Agency	No	16	Sport	27771	Manual	Diesel		0.32005546032865162
7008	8518	19	Woman	2	"Public Sector - Director"	On-line	Yes	1	Sport	19380	Automatic	Diesel		0.16990000709250566
7009	8519	54	Man	4+	"Public Sector - Director"	Agency	Yes	21	Estate	26225	Manual	Diesel		0.13457969219155672
7010	8520	55	Man	1	"Public Sector - Director"	Agency	No	19	Sport	53603	Automatic	Diesel		0.21504810239831157
7011	8521	40	Man	4+	Student	Agency	No	14	Sport	23855	Automatic	Diesel		0.43540442229992393
7012	8522	66	Man	2	Independant	Agency	Yes	22	Saloon	28714	Automatic	Diesel		0.20218158322732999
7013	8523	54	Woman	4+	"Public Sector - Employee"	On-line	No	12	Estate	31955	Manual	Diesel		0.067432223980522538
7014	8524	54	Man	4+	Retired	On-line	Yes	13	Saloon	23608	Automatic	Diesel		0.20056344751562927
7015	8525	75	Woman	0	Student	Agency	No	17	Saloon	26658	Automatic	Diesel		0.31196216844612945
7016	8527	39	Woman	2	"Private Sector - Employee"	On-line	No	20	Estate	25224	Automatic	Petrol		-0.034362290274533532
7017	8528	54	Man	2	"Public Sector - Manager"	Agency	No	20	Estate	32971	Automatic	Diesel		0.33112623989725409
7018	8529	26	Man	4+	Student	Agency	Yes	3	Saloon	23927	Automatic	Diesel		0.22043589170973793
7019	8530	28	Man	4+	"Private Sector - Employee"	On-line	No	10	Saloon	25524	Manual	Petrol		0.066007661440308604
7020	8532	54	Woman	1	Student	On-line	No	19	Estate	20111	Automatic	Diesel		0.040709923186818507
7021	8533	50	Man	0	"Private Sector - Employee"	Agency	No	19	Saloon	25970	Automatic	Diesel		0.28870408630156408
7022	8534	75	Man	4+	"Public Sector - Manager"	Agency	No	9	Estate	14060	Automatic	Diesel		0.32440550850282285
7023	8535	39	Man	3	"Public Sector - Manager"	Agency	Yes	4	Sport	36920	Automatic	Diesel		0.51271102004338553
7024	8536	50	Man	2	Government	Agency	Yes	10	Saloon	13952	Automatic	Diesel		0.12183316284307223
7025	8538	53	Man	4+	Retired	Agency	No	22	Saloon	31346	Automatic	Diesel		0.22093939099079468
7026	8539	63	Man	2	"Public Sector - Manager"	Agency	No	10	Estate	16990	Automatic	Diesel		0.22828350494606314
7027	8540	35	Woman	2	"Public Sector - Manager"	Agency	No	13	Saloon	32384	Automatic	Diesel		0.25865286736269594
7028	8542	22	Man	2	Government	Agency	No	4	Estate	19897	Automatic	Diesel		0.2219001771537023
7029	8543	51	Woman	1	"Private Sector - Employee"	Agency	No	5	Sport	18161	Manual	Diesel		0.065022471962762618
7030	8544	60	Woman	1	"Private Sector - Employee"	Agency	No	5	Saloon	27100	Manual	Diesel		-0.061620939572374356
7031	8547	21	Man	4+	"Private Sector - Employee"	On-line	No	3	Sport	28300	Automatic	Petrol		0.24673210335525902
7032	8548	42	Woman	2	Unemployed	On-line	No	20	Saloon	27233	Automatic	Diesel		0.022264006694412891
7033	8549	25	Woman	3	"Public Sector - Director"	Agency	No	7	Estate	26506	Automatic	Diesel		0.026230081760799696
7034	8550	62	Woman	1	Unemployed	Agency	No	8	Sport	19371	Automatic	Petrol		0.077632249963423189
7035	8551	50	Man	4+	"Public Sector - Director"	On-line	No	18	Sport	25112	Automatic	Diesel		0.30658113918499769
7036	8552	43	Man	1	Independant	Agency	No	13	Saloon	27203	Manual	Petrol		0.087803472583006872
7037	8553	84	Woman	1	"Public Sector - Employee"	Agency	No	5	Saloon	42619	Automatic	Diesel		0.16288359364798999
7038	8554	43	Woman	4+	"Private Sector - Manager"	Agency	No	7	Estate	24701	Automatic	Petrol		-0.091027354315989795
7039	8555	39	Woman	1	"Private Sector - Manager"	Agency	No	16	Saloon	23786	Manual	Diesel		0.13723208008930454
7040	8557	48	Man	0	"Public Sector - Manager"	Agency	No	3	Saloon	24177	Manual	Diesel		0.42943772462834834
7041	8558	29	Man	1	Student	Agency	No	11	Saloon	27041	Manual	Diesel		0.26022685553356301
7042	8559	53	Woman	2	"Private Sector - Manager"	Agency	No	6	Estate	25304	Automatic	Diesel		0.0256079830645176
7043	8560	46	Woman	0	Retired	Agency	Yes	5	Estate	13075	Automatic	Diesel		0.13326690993540019
7044	8561	44	Man	0	Unemployed	Agency	No	9	Saloon	13048	Manual	Petrol		0.18219867731714462
7045	8562	73	Woman	1	Independant	On-line	Yes	7	Sport	29386	Automatic	Diesel		0.17903379419360976
7046	8563	53	Man	2	"Public Sector - Employee"	On-line	Yes	14	Saloon	34191	Manual	Petrol		0.10900411381803983
7047	8565	74	Man	1	"Private Sector - Employee"	Agency	No	7	Estate	26819	Automatic	Diesel		0.066799136594636904
7048	8567	46	Man	4+	Retired	On-line	No	3	Estate	29406	Automatic	Diesel		0.16717191154648858
7049	8568	57	Man	1	Independant	Agency	No	9	Saloon	28934	Manual	Diesel		0.15532830978753331
7050	8569	24	Woman	2	Student	Agency	Yes	6	Saloon	36612	Manual	Petrol		-0.011993207235062531
7051	8570	48	Woman	0	Unemployed	Agency	No	19	Saloon	26059	Automatic	Diesel		0.24013588487701598
7052	8571	56	Man	0	Retired	Agency	No	6	Sport	16887	Manual	Diesel		0.44389309266998261
7053	8572	19	Man	0	"Private Sector - Employee"	Agency	No	1	Sport	19302	Automatic	Diesel		0.46232588325191731
7054	8573	65	Woman	1	"Public Sector - Employee"	On-line	No	8	Saloon	31919	Automatic	Diesel		0.017561560519098095
7055	8575	31	Man	2	Independant	Agency	No	13	Saloon	18278	Automatic	Diesel		0.22095118761335902
7056	8576	68	Woman	4+	Student	On-line	Yes	7	Estate	38806	Manual	Diesel		-0.021803204185808597
7057	8577	34	Man	2	Student	On-line	No	9	Estate	33961	Automatic	Diesel		0.22124410629685259
7058	8578	47	Man	4+	"Public Sector - Employee"	Agency	No	8	Sport	19450	Automatic	Diesel		0.32115440329281197
7059	8579	41	Man	4+	Independant	Agency	Yes	10	Estate	24967	Automatic	Petrol		0.069846742018780619
7060	8580	70	Man	2	"Private Sector - Director"	On-line	No	18	Estate	41362	Automatic	Petrol		0.067465840364984819
7061	8582	73	Man	0	Retired	On-line	No	14	Estate	18345	Automatic	Petrol		0.20416447804128229
7062	8583	44	Man	2	"Public Sector - Manager"	Agency	No	13	Estate	27709	Manual	Diesel		0.33804743654135405
7063	8584	19	Woman	3	"Public Sector - Director"	Agency	No	1	Saloon	20818	Automatic	Diesel		-0.0015456445075481134
7064	8585	44	Man	4+	"Public Sector - Employee"	On-line	No	13	Sport	26880	Automatic	Petrol		0.30291477726682692
7065	8586	34	Woman	4+	"Public Sector - Director"	Agency	Yes	4	Estate	13775	Automatic	Diesel		-0.041157599228485192
7066	8587	33	Woman	3	Retired	Agency	No	15	Estate	28646	Manual	Diesel		0.1542050064057604
7067	8588	30	Man	0	"Private Sector - Director"	On-line	No	12	Saloon	20880	Automatic	Diesel		0.42020608824643241
7068	8589	45	Woman	2	"Public Sector - Employee"	Agency	No	17	Saloon	29726	Automatic	Petrol		-0.011403836968624063
7069	8590	37	Woman	2	Government	On-line	Yes	18	Estate	26415	Manual	Petrol		0.0586051560298462
7070	8591	59	Man	2	"Public Sector - Director"	Agency	No	15	Sport	34866	Automatic	Diesel		0.28858242438322379
7071	8592	55	Woman	1	"Public Sector - Employee"	Agency	Yes	13	Sport	20243	Automatic	Diesel		0.22465580305623806
7072	8593	19	Man	2	Government	Agency	Yes	1	Saloon	33176	Automatic	Diesel		0.2408098731387493
7073	8595	59	Man	4+	Student	Agency	No	22	Saloon	20913	Automatic	Petrol		0.087397944108477413
7074	8596	32	Woman	2	"Private Sector - Director"	Agency	No	14	Estate	20310	Automatic	Petrol		0.030701336641120028
7075	8597	39	Man	2	"Public Sector - Director"	On-line	Yes	4	Saloon	18091	Manual	Diesel		0.091225775389047942
7076	8598	37	Man	0	Independant	Agency	No	19	Estate	25014	Automatic	Petrol		0.33213376400442379
7077	8600	30	Man	2	Unemployed	Agency	No	12	Estate	36317	Automatic	Diesel		0.27421405883400751
7078	8601	40	Man	1	Student	Agency	Yes	7	Estate	26782	Manual	Diesel		0.22525177193850299
7079	8602	28	Woman	0	"Public Sector - Employee"	On-line	No	9	Estate	37155	Automatic	Diesel		0.25115682063603029
7080	8604	29	Woman	0	"Private Sector - Director"	Agency	Yes	8	Estate	27441	Automatic	Diesel		0.27010018118179063
7081	8605	29	Man	3	"Private Sector - Director"	Agency	No	11	Sport	15541	Automatic	Diesel		0.39490663428828338
7082	8606	20	Woman	1	Government	Agency	No	2	Sport	23441	Automatic	Petrol		0.18190453400676515
7083	8607	29	Man	4+	Independant	Agency	No	11	Saloon	45783	Automatic	Petrol		0.069159179833410883
7084	8608	71	Man	4+	"Private Sector - Manager"	Agency	No	7	Estate	32500	Automatic	Diesel		0.14820424969062446
7085	8609	51	Man	4+	Independant	Agency	Yes	13	Sport	31093	Manual	Petrol		0.27954600088677189
7086	8610	43	Man	2	"Private Sector - Employee"	Agency	No	21	Estate	23798	Automatic	Diesel		0.10419886055166534
7087	8611	56	Man	1	"Private Sector - Employee"	Agency	No	9	Estate	18134	Automatic	Petrol		-0.068398258891872787
7088	8612	45	Woman	3	Government	On-line	No	17	Estate	32195	Manual	Diesel		0.078165053772731086
7089	8613	62	Man	2	"Public Sector - Manager"	On-line	Yes	13	Sport	29405	Automatic	Diesel		0.5011234908315082
7090	8615	45	Man	0	"Private Sector - Director"	Agency	Yes	16	Sport	21723	Automatic	Diesel		0.53339915299626783
7091	8616	21	Man	3	Student	Agency	Yes	3	Estate	24477	Automatic	Diesel		0.22765079295979868
7092	8618	56	Man	4+	"Private Sector - Employee"	Agency	Yes	19	Sport	44063	Automatic	Diesel		0.21607066472108089
7093	8620	62	Man	4+	"Public Sector - Director"	On-line	No	15	Estate	34244	Automatic	Diesel		0.10971920231786343
7094	8621	54	Man	1	Independant	Agency	Yes	15	Saloon	18610	Automatic	Diesel		0.16658420555134501
7095	8622	74	Man	0	"Public Sector - Employee"	On-line	Yes	19	Sport	22291	Automatic	Diesel		0.51975967613564666
7096	8623	23	Woman	0	Student	Agency	Yes	5	Saloon	17734	Manual	Diesel		0.19881951749217092
7097	8624	56	Man	0	Independant	On-line	Yes	9	Estate	41123	Automatic	Diesel		0.26745156960594763
7098	8625	23	Man	1	Retired	Agency	No	5	Sport	33740	Manual	Diesel		0.41901832205553641
7099	8627	46	Man	0	"Private Sector - Employee"	Agency	No	17	Estate	33081	Automatic	Diesel		0.28029258832852177
7100	8628	44	Man	4+	Unemployed	Agency	Yes	4	Saloon	24097	Automatic	Petrol		0.06455413338348058
7101	8629	58	Woman	0	"Public Sector - Employee"	Agency	Yes	16	Saloon	27639	Manual	Petrol		0.13895924217429922
7102	8630	57	Man	4+	"Private Sector - Employee"	Agency	Yes	20	Estate	25677	Automatic	Diesel		0.12843657020323984
7103	8632	20	Man	4+	"Public Sector - Director"	Agency	No	2	Sport	13358	Automatic	Diesel		0.28538288923622945
7104	8633	47	Man	1	Government	Agency	No	9	Estate	30794	Manual	Diesel		0.17191710054276807
7105	8634	80	Woman	4+	Government	Agency	No	17	Sport	32018	Automatic	Petrol		0.34848682166081385
7106	8635	70	Man	2	Independant	Agency	Yes	10	Sport	19712	Automatic	Diesel		0.29417237010567648
7107	8636	21	Woman	4+	Unemployed	Agency	No	3	Sport	21431	Automatic	Diesel		0.26827996938418253
7108	8637	19	Woman	4+	Retired	On-line	Yes	1	Sport	26566	Manual	Diesel		0.29044659440085518
7109	8638	44	Woman	4+	Student	Agency	No	9	Saloon	27794	Manual	Petrol		-0.067931798694529574
7110	8639	53	Woman	2	"Public Sector - Manager"	Agency	Yes	9	Estate	29626	Automatic	Diesel		0.15052975057784557
7111	8640	37	Man	2	Independant	Agency	No	14	Sport	33840	Manual	Diesel		0.4392025634179566
7112	8641	42	Woman	2	"Public Sector - Employee"	On-line	No	13	Saloon	27707	Manual	Petrol		-0.082852599811475941
7113	8642	55	Woman	4+	Student	Agency	No	5	Estate	17843	Automatic	Diesel		-0.041822892746797305
7114	8643	47	Man	4+	Unemployed	On-line	No	11	Saloon	49337	Manual	Diesel		0.10244552652192881
7115	8644	69	Woman	2	"Public Sector - Employee"	Agency	No	18	Saloon	27341	Automatic	Diesel		0.07382958701374287
7116	8645	57	Man	4+	Unemployed	On-line	No	19	Saloon	27172	Manual	Petrol		0.12723660982102447
7117	8647	39	Woman	0	Independant	Agency	No	7	Saloon	13535	Manual	Diesel		0.18708012455528072
7118	8648	35	Woman	1	Unemployed	Agency	Yes	16	Sport	13427	Automatic	Diesel		0.27633807078072176
7119	8649	69	Woman	4+	Independant	Agency	Yes	5	Saloon	21974	Automatic	Diesel		-0.017481627882070278
7120	8651	19	Woman	4+	Unemployed	On-line	No	1	Saloon	66868	Automatic	Diesel		0.014604548301754727
7121	8652	54	Woman	4+	Unemployed	Agency	No	15	Estate	10093	Automatic	Diesel		0.024147948625355554
7122	8653	52	Man	0	"Public Sector - Director"	Agency	No	21	Saloon	40258	Automatic	Petrol		0.15942390633841319
7123	8654	69	Woman	1	"Public Sector - Employee"	On-line	No	12	Saloon	16077	Automatic	Diesel		0.0072330361477374247
7124	8655	57	Man	4+	"Public Sector - Employee"	On-line	No	13	Estate	22461	Manual	Diesel		0.19308659759507657
7125	8657	63	Man	2	"Private Sector - Employee"	On-line	Yes	4	Saloon	17141	Automatic	Diesel		0.014555083304465484
7126	8658	18	Man	4+	Independant	On-line	No	0	Estate	12479	Automatic	Diesel		0.18099310842847577
7127	8659	63	Man	4+	"Public Sector - Manager"	On-line	Yes	7	Sport	27320	Automatic	Petrol		0.36591300480323868
7128	8660	50	Man	2	Government	Agency	Yes	16	Saloon	26728	Manual	Petrol		0.12670565336537298
7129	8661	36	Man	4+	Government	Agency	No	15	Estate	28163	Manual	Diesel		0.29036410780872846
7130	8662	46	Man	1	"Public Sector - Director"	Agency	Yes	12	Sport	15521	Automatic	Petrol		0.15578288609863317
7131	8665	43	Man	0	"Public Sector - Director"	Agency	No	10	Estate	30140	Automatic	Diesel		0.21756849279248358
7132	8667	25	Woman	1	Independant	Agency	No	7	Sport	17993	Automatic	Diesel		0.22261026746734625
7133	8668	49	Man	4+	"Private Sector - Manager"	Agency	No	15	Saloon	18935	Automatic	Petrol		0.090812409658676721
7134	8669	42	Man	4+	Retired	Agency	Yes	14	Sport	24366	Automatic	Diesel		0.31721871615156511
7135	8670	47	Woman	1	"Private Sector - Manager"	Agency	No	7	Saloon	24373	Manual	Diesel		0.025984423504516602
7136	8672	71	Man	4+	Independant	Agency	Yes	21	Sport	18085	Manual	Diesel		0.31887997575048738
7137	8673	83	Woman	0	"Public Sector - Director"	Agency	Yes	12	Estate	37956	Automatic	Diesel		0.30699717579381985
7138	8674	44	Man	0	Unemployed	Agency	No	14	Saloon	23732	Automatic	Diesel		0.36209981429653243
7139	8675	30	Man	1	Independant	Agency	Yes	12	Sport	17500	Manual	Diesel		0.39857910969526833
7140	8677	72	Man	2	"Public Sector - Employee"	Agency	Yes	7	Sport	51688	Manual	Diesel		0.23844112716674809
7141	8678	75	Man	2	"Private Sector - Employee"	Agency	No	13	Saloon	9480	Automatic	Diesel		0.16096536344794932
7142	8680	48	Woman	1	Government	Agency	Yes	9	Saloon	33570	Automatic	Petrol		-0.067357538013771548
7143	8682	71	Woman	2	"Public Sector - Employee"	On-line	No	9	Estate	37466	Manual	Diesel		0.0018877575279105871
7144	8683	40	Woman	2	Government	Agency	Yes	16	Saloon	32514	Automatic	Petrol		0.045465396938179969
7145	8684	66	Woman	4+	Unemployed	Agency	No	3	Sport	30655	Automatic	Diesel		0.1906969184250758
7146	8685	44	Man	2	Government	Agency	Yes	5	Estate	21173	Automatic	Petrol		0.052828769692215741
7147	8686	22	Man	2	Independant	Agency	Yes	4	Sport	33444	Automatic	Diesel		0.40494569253711477
7148	8687	56	Man	4+	Government	Agency	No	17	Sport	27629	Automatic	Diesel		0.39787099353660665
7149	8688	55	Woman	0	Unemployed	Agency	No	11	Estate	23274	Manual	Petrol		0.099514728629393437
7150	8689	62	Woman	4+	"Public Sector - Employee"	On-line	No	12	Saloon	25120	Manual	Diesel		0.061753262573965219
7151	8690	72	Woman	0	"Public Sector - Employee"	Agency	Yes	8	Estate	19192	Manual	Diesel		0.14090941374255594
7152	8691	24	Woman	2	"Private Sector - Director"	Agency	No	6	Sport	31159	Automatic	Diesel		0.28709638164155699
7153	8692	54	Man	2	"Public Sector - Manager"	Agency	No	20	Saloon	38029	Manual	Petrol		0.22235005818559783
7154	8693	55	Man	2	"Public Sector - Director"	Agency	No	19	Saloon	22355	Automatic	Diesel		0.11381218032413484
7155	8694	28	Man	1	Student	On-line	No	10	Estate	25768	Manual	Diesel		0.23616621849566233
7156	8695	51	Man	2	Independant	Agency	No	19	Saloon	46565	Automatic	Diesel		0.11574238013008746
7157	8696	27	Man	4+	Independant	Agency	No	9	Estate	18221	Automatic	Diesel		0.18343573987469419
7158	8698	48	Man	1	Independant	Agency	No	3	Saloon	28550	Automatic	Diesel		0.15415332722775649
7159	8699	43	Woman	2	Student	On-line	No	11	Saloon	18981	Automatic	Diesel		-0.012600815120028905
7160	8700	43	Woman	1	Independant	Agency	No	3	Saloon	16594	Automatic	Diesel		-0.063023345212057338
7161	8701	74	Man	4+	Retired	Agency	No	17	Estate	34996	Automatic	Diesel		0.18978946946318082
7162	8702	47	Man	0	Unemployed	Agency	Yes	18	Sport	12994	Automatic	Petrol		0.40728712791935912
7163	8703	67	Woman	4+	Unemployed	On-line	Yes	5	Estate	16162	Automatic	Petrol		-0.13154528719376779
7164	8705	44	Woman	2	"Public Sector - Employee"	Agency	Yes	5	Estate	21163	Automatic	Diesel		0.0097939715246719294
7165	8706	24	Man	1	Unemployed	Agency	No	5	Estate	22324	Automatic	Petrol		0.13722156303330885
7166	8707	45	Woman	2	"Public Sector - Employee"	Agency	No	11	Sport	30715	Automatic	Petrol		0.1382668397733427
7167	8708	38	Woman	4+	Unemployed	Agency	No	11	Estate	39116	Automatic	Petrol		0.00054102728028708469
7168	8709	46	Woman	4+	"Private Sector - Director"	On-line	No	5	Estate	13650	Manual	Diesel		-0.02165934795164963
7169	8710	57	Woman	2	"Private Sector - Employee"	Agency	No	6	Saloon	29356	Automatic	Diesel		-0.061682972066468708
7170	8711	53	Woman	4+	"Private Sector - Director"	Agency	No	9	Saloon	23997	Manual	Diesel		0.02379686443853038
7171	8712	36	Woman	4+	"Public Sector - Director"	On-line	No	18	Estate	11025	Automatic	Diesel		0.012227052168256647
7172	8713	44	Man	4+	"Public Sector - Manager"	Agency	No	8	Saloon	48413	Manual	Diesel		0.19866502170115674
7173	8718	48	Woman	2	Unemployed	Agency	No	19	Saloon	10200	Automatic	Petrol		-0.061768998146079793
7174	8719	49	Man	0	"Private Sector - Employee"	Agency	No	13	Estate	15046	Automatic	Diesel		0.22828415614627917
7175	8720	76	Man	1	Retired	Agency	No	3	Sport	23692	Automatic	Diesel		0.52479331177500799
7176	8722	78	Man	2	Government	Agency	No	14	Saloon	19851	Manual	Petrol		0.28361957927517389
7177	8723	41	Man	1	Unemployed	On-line	No	19	Sport	18244	Manual	Diesel		0.35630074237929787
7178	8724	19	Man	2	Government	Agency	No	1	Saloon	23996	Manual	Petrol		0.14407720656844036
7179	8725	73	Woman	4+	Student	On-line	No	20	Estate	31739	Automatic	Diesel		0.049439694251694616
7180	8726	64	Man	4+	Independant	Agency	No	11	Sport	20858	Automatic	Diesel		0.32331733019981179
7181	8727	21	Man	2	"Private Sector - Director"	Agency	No	3	Saloon	31730	Automatic	Diesel		0.24475569999382535
7182	8729	35	Man	2	Unemployed	Agency	Yes	6	Estate	33660	Manual	Diesel		0.23124792704500668
7183	8730	63	Woman	4+	"Public Sector - Employee"	Agency	No	22	Sport	13503	Automatic	Diesel		0.20372890676857225
7184	8731	28	Man	0	"Private Sector - Employee"	Agency	No	8	Estate	29963	Automatic	Petrol		0.22009903005915094
7185	8732	62	Man	4+	Government	Agency	Yes	5	Sport	12923	Automatic	Diesel		0.28378196982554676
7186	8733	42	Woman	0	Government	Agency	No	9	Sport	17796	Automatic	Diesel		0.24541237115408115
7187	8734	56	Man	4+	"Private Sector - Manager"	On-line	No	9	Estate	18203	Manual	Diesel		0.11498428006780963
7188	8735	55	Man	0	Unemployed	On-line	No	4	Saloon	17314	Automatic	Petrol		0.16906885215351503
7189	8737	41	Man	4+	Government	Agency	No	11	Saloon	20117	Automatic	Diesel		0.17678643371978781
7190	8738	51	Woman	4+	Student	Agency	Yes	11	Saloon	20358	Automatic	Diesel		0.015437329338227238
7191	8740	55	Woman	2	"Private Sector - Employee"	On-line	No	7	Estate	27708	Automatic	Diesel		-0.055169478407651629
7192	8742	83	Woman	4+	"Public Sector - Director"	Agency	No	9	Estate	21813	Automatic	Diesel		0.11353831488801622
7193	8743	51	Man	4+	"Public Sector - Manager"	On-line	No	19	Sport	18238	Automatic	Petrol		0.3684034644962772
7194	8744	19	Woman	4+	Unemployed	Agency	No	1	Estate	19703	Manual	Petrol		-0.013067539063464841
7195	8746	78	Woman	2	"Public Sector - Director"	Agency	No	18	Saloon	23942	Automatic	Petrol		0.080892744518542253
7196	8747	45	Man	4+	Retired	On-line	No	15	Saloon	24435	Manual	Petrol		0.1165197600206896
7197	8748	44	Woman	2	Government	Agency	No	7	Estate	24905	Automatic	Diesel		0.029205948197664311
7198	8749	55	Man	0	"Public Sector - Manager"	Agency	Yes	9	Saloon	25219	Automatic	Petrol		0.34270938941005885
7199	8750	37	Woman	1	Retired	Agency	Yes	12	Sport	43411	Automatic	Diesel		0.2305301516038909
7200	8751	67	Woman	4+	"Private Sector - Employee"	Agency	No	6	Sport	24102	Manual	Diesel		0.098711718885260036
7201	8752	57	Woman	1	Independant	Agency	No	14	Sport	14070	Manual	Diesel		0.18324646109354098
7202	8753	22	Man	2	Retired	On-line	No	4	Estate	45290	Manual	Diesel		0.15782307667438716
7203	8754	44	Woman	2	Retired	Agency	No	18	Estate	27394	Manual	Petrol		-0.0046805061099122053
7204	8755	54	Man	4+	"Private Sector - Manager"	Agency	Yes	6	Sport	24819	Automatic	Diesel		0.33848674443193894
7205	8757	24	Man	4+	Student	Agency	No	6	Sport	20902	Automatic	Diesel		0.39072162480554296
7206	8758	49	Woman	3	Government	On-line	Yes	13	Sport	37628	Automatic	Diesel		0.23673428433564264
7207	8760	73	Man	3	"Private Sector - Employee"	Agency	No	5	Sport	18597	Automatic	Diesel		0.2060199659177957
7208	8762	68	Woman	0	"Private Sector - Employee"	On-line	Yes	6	Estate	18736	Automatic	Diesel		0.050889417274385611
7209	8763	45	Woman	2	"Private Sector - Manager"	Agency	No	17	Estate	21288	Manual	Petrol		-0.032815884822283217
7210	8766	48	Man	2	"Public Sector - Manager"	Agency	No	15	Saloon	21919	Manual	Diesel		0.31660783117818403
7211	8767	72	Man	2	Independant	On-line	Yes	4	Estate	16140	Manual	Diesel		0.081794655757653711
7212	8769	22	Woman	3	Independant	Agency	No	4	Sport	23157	Automatic	Diesel		0.26205893701934613
7213	8770	72	Woman	1	Retired	Agency	No	6	Saloon	21312	Automatic	Diesel		-0.0071196380098945966
7214	8771	59	Woman	1	Retired	On-line	No	15	Estate	18554	Automatic	Diesel		0.018629030470172205
7215	8773	47	Man	0	Unemployed	On-line	No	14	Saloon	25837	Automatic	Diesel		0.37066441583846416
7216	8774	36	Man	4+	"Public Sector - Director"	Agency	No	18	Saloon	34835	Manual	Diesel		0.19137871129120099
7217	8775	46	Woman	4+	Independant	Agency	No	20	Sport	41005	Manual	Diesel		0.2099065565779365
7218	8776	37	Man	2	"Private Sector - Employee"	On-line	No	19	Sport	38788	Automatic	Diesel		0.35479703418579767
7219	8777	74	Woman	4+	Government	Agency	Yes	16	Estate	17975	Manual	Diesel		0.0083306067720932686
7220	8779	57	Woman	4+	"Private Sector - Director"	On-line	Yes	6	Sport	17423	Automatic	Diesel		0.15023368823561023
7221	8780	36	Man	0	"Private Sector - Manager"	On-line	Yes	12	Saloon	30029	Automatic	Petrol		0.34210424851016741
7222	8781	72	Woman	2	"Private Sector - Manager"	Agency	No	12	Estate	19842	Manual	Petrol		-0.064638223419068178
7223	8783	24	Woman	3	Independant	Agency	No	6	Saloon	20523	Automatic	Petrol		-0.021769229097109603
7224	8784	49	Man	1	Student	Agency	Yes	20	Saloon	28061	Automatic	Petrol		0.11877148117322538
7225	8785	43	Man	1	Independant	Agency	Yes	13	Saloon	17934	Automatic	Diesel		0.12407273518674082
7226	8787	49	Man	4+	"Public Sector - Manager"	Agency	No	17	Sport	22259	Automatic	Diesel		0.49840607413510624
7227	8788	57	Man	0	"Public Sector - Director"	Agency	No	11	Estate	21806	Automatic	Petrol		0.14091508095588701
7228	8789	30	Woman	0	Independant	On-line	No	12	Estate	24724	Automatic	Petrol		0.19013523572194518
7229	8791	56	Man	2	"Private Sector - Employee"	Agency	Yes	15	Sport	22894	Automatic	Petrol		0.19296958785457485
7230	8792	37	Woman	2	"Public Sector - Manager"	Agency	No	6	Saloon	21993	Manual	Petrol		0.1039713800393461
7231	8793	44	Woman	1	Unemployed	Agency	Yes	18	Sport	26876	Automatic	Diesel		0.2666243712285758
7232	8794	18	Woman	4+	"Private Sector - Manager"	Agency	Yes	0	Estate	46166	Automatic	Petrol		-0.076835568407784244
7233	8795	74	Woman	1	Student	Agency	Yes	21	Estate	22370	Manual	Petrol		-0.057142120237916365
7234	8797	43	Man	0	Independant	Agency	No	7	Estate	26986	Automatic	Petrol		0.19763239216636019
7235	8798	20	Woman	2	"Public Sector - Manager"	On-line	No	2	Sport	16923	Automatic	Diesel		0.35238965910970127
7236	8800	79	Man	4+	"Private Sector - Manager"	Agency	Yes	21	Estate	19680	Automatic	Diesel		0.38627555332963037
7237	8801	79	Man	4+	"Private Sector - Director"	Agency	No	17	Estate	21450	Automatic	Diesel		0.3888125450649596
7238	8802	25	Man	2	"Public Sector - Director"	Agency	No	7	Sport	43909	Manual	Petrol		0.15373827843550603
7239	8803	63	Woman	3	Unemployed	On-line	No	17	Estate	24019	Automatic	Petrol		-0.032200531375820261
7240	8804	59	Woman	4+	"Private Sector - Employee"	Agency	No	18	Estate	18964	Automatic	Diesel		-0.043778318736646657
7241	8805	48	Man	1	"Public Sector - Manager"	On-line	No	14	Estate	34896	Automatic	Diesel		0.32255266447809167
7242	8806	25	Man	2	"Public Sector - Director"	On-line	No	7	Estate	27588	Automatic	Petrol		0.071984690582053132
7243	8807	48	Man	4+	"Public Sector - Manager"	On-line	No	21	Saloon	20489	Automatic	Petrol		0.22331051643802541
7244	8808	54	Man	4+	Independant	Agency	No	17	Saloon	20430	Automatic	Diesel		0.17740576333020669
7245	8809	61	Man	4+	"Public Sector - Director"	On-line	No	5	Sport	25513	Automatic	Diesel		0.24633240992130506
7246	8810	43	Woman	2	"Public Sector - Manager"	Agency	Yes	3	Estate	22773	Automatic	Diesel		0.10715847469321779
7247	8811	34	Man	4+	Unemployed	On-line	No	11	Sport	19671	Automatic	Petrol		0.31976326233256297
