id,Gender,Salary,Marital,CheckingAccount,NumberOfSavingsAccounts,PersonalAccount,Mortgage,PensionPlan,Region,Status
12745,Male,27480,Single,Checking Account,2,Personal Account,Mortgage,Pension Plan 3,City,1
12746,Male,105341.2,Married,Checking Account,2,Personal Account,Mortgage,No Pension Plan 3,City,0
12747,Female,26567.8,Single,Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,City,0
12748,Male,26213.2,Single,Checking Account,2,Personal Account,Mortgage,No Pension Plan 3,City,0
12749,Male,79095.6,Single,No Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,City,0
12750,Female,35734.6,Married,Checking Account,2,No Personal Account,No Mortgage,Pension Plan 3,Land,1
12751,Male,28619.4,Single,Checking Account,2,No Personal Account,No Mortgage,Pension Plan 3,Village,1
12752,Male,47789.6,Married,No Checking Account,0,No Personal Account,No Mortgage,No Pension Plan 3,Village,1
12753,Male,32519.4,Married,Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,Village,0
12754,Male,59588.2,Single,Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,Suburban,0
12755,Male,113685,Married,Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,Village,1
12756,Female,95671.6,Single,Checking Account,3,No Personal Account,No Mortgage,No Pension Plan 3,Land,0
12757,Female,49955,Single,No Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,0
12758,Male,46249.8,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,0
12759,Female,30287.6,Married,No Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,1
12760,Male,50668.6,Single,Checking Account,1,Personal Account,Mortgage,Pension Plan 3,City,0
12761,Female,49526.6,Married,Checking Account,1,Personal Account,Mortgage,No Pension Plan 3,City,0
12762,Female,73178,Single,No Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,City,0
12763,Male,54045.2,Married,Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,City,1
12764,Male,23400.8,Married,Checking Account,0,No Personal Account,No Mortgage,No Pension Plan 3,City,1
12765,Male,10028.42,Single,Checking Account,0,Personal Account,Mortgage,Pension Plan 3,Village,1
12766,Male,34780.2,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,1
12767,Male,21722,Single,Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,Village,1
12768,Female,69785.8,Single,Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,Village,1
12769,Male,38806.2,Single,Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,Village,1
12770,Female,20883.8,Married,No Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,Land,0
12771,Male,28129.8,Married,Checking Account,3,Personal Account,No Mortgage,Pension Plan 3,City,1
12772,Male,16125.46,Single,No Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,0
12773,Male,63964,Married,Checking Account,3,Personal Account,Mortgage,Pension Plan 3,City,0
12774,Female,46395,Married,Checking Account,2,No Personal Account,Mortgage,No Pension Plan 3,City,1
12775,Female,105348,Single,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,City,0
12776,Female,71221,Single,No Checking Account,2,No Personal Account,No Mortgage,Pension Plan 3,Land,0
12777,Female,53896,Single,Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,Village,1
12778,Male,98913.4,Married,Checking Account,1,Personal Account,Mortgage,Pension Plan 3,City,0
12779,Female,29449,Married,No Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,City,1
12780,Female,69049.8,Married,Checking Account,2,No Personal Account,No Mortgage,Pension Plan 3,Village,0
12781,Female,44104.2,Single,Checking Account,3,Personal Account,No Mortgage,No Pension Plan 3,Village,0
12782,Male,55616.2,Single,No Checking Account,3,Personal Account,No Mortgage,No Pension Plan 3,City,1
12783,Female,25182.8,Married,Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,City,1
12784,Male,32788.8,Married,Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,City,0
12785,Male,48052.2,Married,No Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,City,0
12786,Male,63366.2,Married,Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,City,0
12787,Female,31050,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,1
12788,Female,45124.4,Single,Checking Account,0,Personal Account,Mortgage,Pension Plan 3,Village,1
12789,Male,31697.4,Married,Checking Account,0,No Personal Account,Mortgage,Pension Plan 3,Suburban,1
12790,Female,62191.2,Married,No Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,City,0
12791,Male,49629,Married,No Checking Account,1,Personal Account,Mortgage,Pension Plan 3,Village,0
12792,Female,50858.6,Single,Checking Account,2,Personal Account,Mortgage,No Pension Plan 3,City,1
12793,Female,69733,Single,No Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Land,0
12794,Male,85158.2,Married,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,City,1
12795,Female,82254.8,Married,Checking Account,0,No Personal Account,No Mortgage,Pension Plan 3,City,1
12796,Female,19980.22,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,1
12797,Male,15897.24,Married,No Checking Account,1,No Personal Account,Mortgage,No Pension Plan 3,City,1
12798,Male,61741.6,Married,Checking Account,2,Personal Account,Mortgage,Pension Plan 3,Village,0
12799,Female,24251.6,Single,Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,City,1
12800,Female,30697.8,Married,No Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,Land,1
12801,Male,53415.8,Married,Checking Account,1,Personal Account,Mortgage,No Pension Plan 3,City,0
12802,Female,23208.8,Married,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,City,1
12803,Male,30999.8,Married,No Checking Account,0,Personal Account,Mortgage,Pension Plan 3,City,0
12804,Male,66177,Single,Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,Village,1
12805,Female,69027.2,Married,Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,City,0
12806,Male,64791,Married,Checking Account,3,Personal Account,No Mortgage,Pension Plan 3,Village,1
12807,Male,93266,Married,Checking Account,0,No Personal Account,No Mortgage,Pension Plan 3,Land,1
12808,Male,26079.8,Married,No Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,1
12809,Male,25363.8,Single,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,0
12810,Female,48063,Married,Checking Account,2,Personal Account,Mortgage,Pension Plan 3,City,1
12811,Male,74661,Single,Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,Village,0
12812,Male,50666.4,Married,No Checking Account,3,No Personal Account,Mortgage,Pension Plan 3,City,1
12813,Female,74188.4,Married,No Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,City,1
12814,Male,67261.2,Single,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,Village,0
12815,Male,86456.4,Married,Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,City,0
12816,Female,95593.6,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,1
12817,Female,43460.6,Married,Checking Account,2,No Personal Account,No Mortgage,No Pension Plan 3,Village,1
12818,Male,20088.2,Married,Checking Account,3,Personal Account,Mortgage,No Pension Plan 3,City,1
12819,Male,34540.2,Single,No Checking Account,0,No Personal Account,No Mortgage,Pension Plan 3,Village,0
12820,Female,91530,Married,Checking Account,3,Personal Account,No Mortgage,Pension Plan 3,Land,0
12821,Male,59051,Single,Checking Account,2,No Personal Account,Mortgage,No Pension Plan 3,Land,1
12822,Female,109727.6,Married,Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,Land,0
12823,Female,41598,Married,Checking Account,1,No Personal Account,Mortgage,No Pension Plan 3,Village,0
12824,Female,66056.6,Single,Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,Land,0
12825,Male,90063.8,Single,Checking Account,3,No Personal Account,No Mortgage,Pension Plan 3,Land,0
12826,Male,78021.6,Married,No Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,City,0
12827,Female,50515.4,Married,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,Village,1
12828,Female,85207.8,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,1
12829,Male,28185.4,Married,Checking Account,3,Personal Account,No Mortgage,Pension Plan 3,Village,1
12830,Female,42700.6,Single,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,Land,0
12831,Male,46492.8,Single,No Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,City,1
12832,Male,83219,Married,Checking Account,3,Personal Account,Mortgage,No Pension Plan 3,Land,1
12833,Female,33432.2,Single,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,Suburban,1
12834,Female,72872.8,Married,No Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,Suburban,1
12835,Female,119007.6,Married,Checking Account,2,Personal Account,Mortgage,Pension Plan 3,Village,0
12836,Female,62669.6,Married,Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,Village,0
12837,Female,28097.8,Married,No Checking Account,2,Personal Account,Mortgage,Pension Plan 3,City,1
12838,Female,78410.6,Single,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,0
12839,Female,84347.8,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Land,1
12840,Female,110526,Single,Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,City,0
12841,Male,74190.4,Married,Checking Account,3,Personal Account,No Mortgage,No Pension Plan 3,City,1
12842,Female,45582.8,Married,No Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,1
12843,Female,34481.2,Married,No Checking Account,1,No Personal Account,Mortgage,Pension Plan 3,Village,1
12844,Male,97949.6,Married,Checking Account,0,Personal Account,Mortgage,Pension Plan 3,Village,1
12845,Male,37846,Married,Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,City,0
12846,Male,102408.4,Married,Checking Account,0,No Personal Account,Mortgage,No Pension Plan 3,Suburban,0
12847,Male,40472.4,Married,No Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,Village,1
12848,Female,37720.6,Single,Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,City,1
12849,Male,51465,Married,Checking Account,0,No Personal Account,No Mortgage,Pension Plan 3,Land,1
12850,Female,56480.8,Married,Checking Account,3,Personal Account,No Mortgage,Pension Plan 3,Suburban,1
12851,Male,56387.2,Married,Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,Land,0
12852,Male,72865.6,Single,No Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,Village,0
12853,Male,109237.6,Married,Checking Account,2,No Personal Account,Mortgage,No Pension Plan 3,Village,0
12854,Male,49521.6,Married,Checking Account,1,Personal Account,Mortgage,No Pension Plan 3,City,0
12855,Male,46712.2,Single,No Checking Account,2,No Personal Account,No Mortgage,Pension Plan 3,Land,1
12856,Female,16287.5,Married,Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,Suburban,0
12857,Male,52925,Married,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,Village,1
12858,Male,40934.6,Married,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,Land,1
12859,Female,43012.4,Married,No Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Village,0
12860,Female,30630.6,Married,Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,Village,0
12861,Male,37751.4,Married,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,City,1
12862,Female,25954.4,Married,No Checking Account,0,No Personal Account,No Mortgage,No Pension Plan 3,City,1
12863,Female,41417,Single,No Checking Account,3,Personal Account,No Mortgage,No Pension Plan 3,Village,1
12864,Female,15098.76,Single,No Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,Village,1
12865,Female,49808,Married,No Checking Account,0,No Personal Account,No Mortgage,No Pension Plan 3,City,1
12866,Male,48143.6,Married,No Checking Account,1,Personal Account,Mortgage,No Pension Plan 3,Land,0
12867,Male,19179.82,Single,Checking Account,1,Personal Account,Mortgage,No Pension Plan 3,Village,1
12868,Male,17125.72,Single,No Checking Account,1,No Personal Account,Mortgage,No Pension Plan 3,City,1
12869,Female,53415,Single,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,Village,1
12870,Male,68041,Married,No Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,1
12871,Male,98351.4,Married,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,City,1
12872,Male,39452.6,Married,No Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,City,1
12873,Male,48693.2,Married,Checking Account,3,Personal Account,No Mortgage,Pension Plan 3,City,1
12874,Male,53998.8,Married,Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,Land,0
12875,Female,83116.2,Married,Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,Village,0
12876,Female,112680.6,Single,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,0
12877,Male,75117,Married,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,Village,1
12878,Female,60198.6,Married,Checking Account,0,Personal Account,Mortgage,Pension Plan 3,City,0
12879,Male,30509.6,Married,No Checking Account,0,No Personal Account,No Mortgage,No Pension Plan 3,City,0
12880,Male,72172.2,Married,No Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,City,0
12881,Female,35310,Married,Checking Account,1,Personal Account,Mortgage,No Pension Plan 3,City,0
12882,Male,113317.8,Single,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Land,0
12883,Female,75413,Single,Checking Account,0,Personal Account,Mortgage,Pension Plan 3,City,1
12884,Female,37032,Married,Checking Account,2,Personal Account,Mortgage,Pension Plan 3,City,1
12885,Female,59244,Single,Checking Account,0,No Personal Account,Mortgage,Pension Plan 3,City,1
12886,Male,65339.8,Married,Checking Account,1,Personal Account,Mortgage,Pension Plan 3,Land,0
12887,Female,36551,Married,No Checking Account,0,No Personal Account,Mortgage,No Pension Plan 3,City,0
12888,Female,68820,Married,No Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,Village,0
12889,Male,69733.8,Married,No Checking Account,2,Personal Account,Mortgage,Pension Plan 3,City,1
12890,Female,43593.2,Married,No Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,1
12891,Female,126260.2,Married,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,Suburban,0
12892,Male,29992.8,Married,Checking Account,1,No Personal Account,No Mortgage,Pension Plan 3,City,1
12893,Female,98049.8,Married,Checking Account,3,Personal Account,No Mortgage,No Pension Plan 3,Land,0
12894,Male,32499.6,Married,No Checking Account,0,Personal Account,Mortgage,Pension Plan 3,City,0
12895,Male,72384.2,Married,No Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,Suburban,0
12896,Male,35679.8,Married,Checking Account,1,No Personal Account,Mortgage,No Pension Plan 3,City,0
12897,Female,37604.8,Single,No Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,City,0
12898,Male,97440.6,Married,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,City,0
12899,Male,29171.8,Single,No Checking Account,2,Personal Account,Mortgage,No Pension Plan 3,City,1
12900,Female,41638,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,0
12901,Male,52155.6,Married,Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,Village,0
12902,Female,83254.2,Married,Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,Village,1
12903,Male,33954.6,Married,No Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,1
12904,Male,38025.6,Single,No Checking Account,3,Personal Account,No Mortgage,Pension Plan 3,City,1
12905,Male,25529.6,Married,Checking Account,1,Personal Account,Mortgage,No Pension Plan 3,City,0
12906,Male,28777.2,Single,No Checking Account,0,Personal Account,Mortgage,Pension Plan 3,City,0
12907,Male,118818.2,Single,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,City,0
12908,Female,29920.4,Married,Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,City,1
12909,Male,79333.2,Married,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,City,1
12910,Male,41543.8,Single,Checking Account,0,No Personal Account,No Mortgage,No Pension Plan 3,City,0
12911,Male,48948.2,Single,No Checking Account,0,No Personal Account,No Mortgage,Pension Plan 3,City,0
12912,Male,66247.4,Married,Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,Village,0
12913,Male,28866.8,Married,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,City,0
12914,Male,26351,Single,No Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,Village,0
12915,Male,19648.74,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,1
12916,Male,35220.6,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Suburban,1
12917,Female,30312.4,Married,No Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,Suburban,1
12918,Female,63548.2,Married,Checking Account,3,Personal Account,Mortgage,Pension Plan 3,City,1
12919,Male,63387,Single,Checking Account,0,No Personal Account,No Mortgage,Pension Plan 3,Village,0
12920,Female,57197.4,Married,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,City,1
12921,Female,52523.4,Single,No Checking Account,2,No Personal Account,No Mortgage,Pension Plan 3,City,1
12922,Male,84248.2,Married,Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,City,0
12923,Female,78617.4,Married,Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,City,0
12924,Female,87060,Married,Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,City,1
12925,Male,99748.8,Married,Checking Account,3,Personal Account,No Mortgage,No Pension Plan 3,Land,0
12926,Female,54869.6,Single,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,Land,0
12927,Male,100949.2,Married,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,City,0
12928,Male,49776.4,Single,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Village,0
12929,Male,56043.2,Single,No Checking Account,0,Personal Account,Mortgage,Pension Plan 3,Land,0
12930,Male,24559,Single,No Checking Account,0,No Personal Account,No Mortgage,Pension Plan 3,City,0
12931,Female,60378.8,Married,No Checking Account,0,Personal Account,Mortgage,Pension Plan 3,City,0
12932,Male,57938.8,Single,No Checking Account,1,Personal Account,Mortgage,No Pension Plan 3,City,1
12933,Male,28117,Married,No Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,Suburban,0
12934,Female,60808.6,Married,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,Village,1
12935,Female,82876.4,Single,Checking Account,3,No Personal Account,No Mortgage,No Pension Plan 3,Land,1
12936,Female,33422.6,Single,Checking Account,1,Personal Account,Mortgage,No Pension Plan 3,City,0
12937,Male,104511.8,Single,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,Village,0
12938,Female,35733.8,Married,Checking Account,2,Personal Account,Mortgage,No Pension Plan 3,City,1
12939,Female,36135,Married,Checking Account,2,No Personal Account,No Mortgage,No Pension Plan 3,Land,1
12940,Male,25647.4,Married,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,City,1
12941,Female,22598.6,Married,No Checking Account,2,No Personal Account,No Mortgage,Pension Plan 3,Land,1
12942,Female,112062.2,Single,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,City,0
12943,Male,70527,Married,Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,City,0
12944,Female,39936.2,Married,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,City,1
12945,Male,55651,Married,Checking Account,2,No Personal Account,No Mortgage,Pension Plan 3,Land,1
12946,Male,75547.8,Single,Checking Account,0,Personal Account,Mortgage,Pension Plan 3,Suburban,1
12947,Female,15212.5,Single,No Checking Account,3,No Personal Account,No Mortgage,Pension Plan 3,City,1
12948,Male,42768.8,Married,No Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Land,1
12949,Male,40694,Married,Checking Account,3,Personal Account,No Mortgage,No Pension Plan 3,Village,1
12950,Male,42664.6,Married,No Checking Account,3,Personal Account,No Mortgage,Pension Plan 3,Village,1
12951,Male,115343.4,Single,Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,City,1
12952,Female,72115.6,Married,Checking Account,1,Personal Account,Mortgage,Pension Plan 3,Village,0
12953,Male,28581,Married,No Checking Account,2,Personal Account,Mortgage,No Pension Plan 3,City,1
12954,Female,35765.8,Married,No Checking Account,1,No Personal Account,No Mortgage,No Pension Plan 3,Village,0
12955,Female,21258.2,Single,Checking Account,3,Personal Account,Mortgage,No Pension Plan 3,Land,1
12956,Female,48525.6,Single,No Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,City,0
12957,Female,52195.8,Single,Checking Account,2,Personal Account,No Mortgage,No Pension Plan 3,Suburban,1
12958,Female,46742,Married,No Checking Account,2,Personal Account,Mortgage,No Pension Plan 3,Village,1
12959,Female,42991.2,Single,No Checking Account,3,Personal Account,Mortgage,No Pension Plan 3,Village,1
12960,Male,24333.8,Single,No Checking Account,0,No Personal Account,No Mortgage,No Pension Plan 3,Village,1
12961,Male,34360.4,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Suburban,1
12962,Female,57764.6,Married,Checking Account,1,Personal Account,Mortgage,No Pension Plan 3,Village,0
12963,Female,43224.4,Married,No Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Village,1
12964,Female,92716.8,Married,Checking Account,0,Personal Account,Mortgage,Pension Plan 3,City,1
12965,Male,38332,Single,Checking Account,0,No Personal Account,No Mortgage,Pension Plan 3,City,0
12966,Male,35843.6,Married,No Checking Account,1,No Personal Account,No Mortgage,Pension Plan 3,City,0
12967,Male,66458,Single,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,Village,0
12968,Female,60792.2,Single,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Suburban,0
12969,Female,69250.4,Married,No Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,Village,1
12970,Male,33345.6,Single,No Checking Account,3,Personal Account,Mortgage,Pension Plan 3,Village,1
12971,Female,121495,Single,Checking Account,2,Personal Account,Mortgage,No Pension Plan 3,Suburban,0
12972,Female,112788.6,Single,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,City,0
12973,Male,26472.8,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Village,1
12974,Male,56818.8,Married,No Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,City,0
12975,Female,54113,Married,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,City,1
12976,Male,18725.16,Married,No Checking Account,0,Personal Account,Mortgage,Pension Plan 3,Land,0
12977,Female,57405.4,Single,Checking Account,1,Personal Account,Mortgage,No Pension Plan 3,Suburban,0
12978,Male,44732.2,Married,Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,Village,0
12979,Female,48955,Single,Checking Account,0,No Personal Account,Mortgage,No Pension Plan 3,Land,1
12980,Male,73944.8,Married,No Checking Account,1,Personal Account,Mortgage,No Pension Plan 3,Village,0
12981,Male,44655.6,Married,No Checking Account,1,No Personal Account,No Mortgage,No Pension Plan 3,City,0
12982,Female,31220.4,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,1
12983,Male,108629,Married,Checking Account,1,No Personal Account,No Mortgage,Pension Plan 3,City,0
12984,Female,78351.6,Married,Checking Account,3,Personal Account,Mortgage,No Pension Plan 3,City,1
12985,Female,27478,Married,Checking Account,3,Personal Account,No Mortgage,No Pension Plan 3,City,1
12986,Male,18971.68,Married,No Checking Account,0,No Personal Account,No Mortgage,No Pension Plan 3,Village,1
12987,Male,49351.4,Married,Checking Account,1,Personal Account,Mortgage,Pension Plan 3,City,0
12988,Female,56507.2,Married,No Checking Account,3,Personal Account,No Mortgage,No Pension Plan 3,City,1
12989,Male,28273,Married,Checking Account,1,No Personal Account,No Mortgage,No Pension Plan 3,City,1
12990,Female,74324.2,Married,Checking Account,1,Personal Account,No Mortgage,Pension Plan 3,Land,0
12991,Male,27038.4,Single,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,0
12992,Female,78507.2,Single,Checking Account,0,No Personal Account,No Mortgage,Pension Plan 3,City,0
12993,Male,92647.6,Married,Checking Account,2,Personal Account,Mortgage,Pension Plan 3,Land,0
12994,Female,41901.4,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Village,1
12995,Male,44991.4,Married,Checking Account,0,No Personal Account,Mortgage,No Pension Plan 3,Village,1
12996,Male,65097.8,Married,Checking Account,0,Personal Account,Mortgage,Pension Plan 3,Village,1
12997,Female,49166.8,Single,Checking Account,2,Personal Account,Mortgage,Pension Plan 3,Land,1
12998,Male,17278.48,Married,No Checking Account,2,No Personal Account,No Mortgage,No Pension Plan 3,Land,1
12999,Female,34279,Single,No Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,City,1
13000,Female,27335.4,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,City,1
13001,Female,16324.84,Married,Checking Account,1,Personal Account,Mortgage,Pension Plan 3,City,1
13002,Female,30699.2,Married,Checking Account,0,No Personal Account,No Mortgage,No Pension Plan 3,Village,1
13003,Female,58462.8,Married,Checking Account,0,No Personal Account,No Mortgage,No Pension Plan 3,Village,1
13004,Male,82924.6,Married,Checking Account,3,Personal Account,Mortgage,No Pension Plan 3,Land,1
13005,Female,114796.2,Single,Checking Account,3,Personal Account,No Mortgage,No Pension Plan 3,Land,0
13006,Female,23041.6,Married,No Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Land,1
13007,Male,104234.6,Single,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,City,0
13008,Male,52562.8,Single,Checking Account,0,Personal Account,No Mortgage,Pension Plan 3,Land,0
13009,Male,51366.8,Single,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,Village,1
13010,Female,23841.4,Single,Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,City,1
13011,Male,61317.4,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Village,1
13012,Male,73292.8,Single,Checking Account,1,Personal Account,No Mortgage,No Pension Plan 3,City,0
13013,Female,61520.8,Single,No Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,Village,0
13014,Female,32219.8,Single,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,Land,1
13015,Female,36073.4,Married,Checking Account,0,No Personal Account,No Mortgage,Pension Plan 3,Village,1
13016,Male,85256.6,Single,Checking Account,0,Personal Account,Mortgage,Pension Plan 3,Land,1
13017,Male,44220.2,Single,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,City,1
13018,Female,75378.2,Single,Checking Account,1,Personal Account,Mortgage,No Pension Plan 3,Village,0
13019,Female,46343.6,Single,Checking Account,2,No Personal Account,No Mortgage,No Pension Plan 3,City,1
13020,Male,43902.6,Single,Checking Account,0,Personal Account,Mortgage,Pension Plan 3,Suburban,1
13021,Male,76206.8,Single,Checking Account,2,Personal Account,No Mortgage,Pension Plan 3,City,0
13022,Male,45765.8,Married,No Checking Account,0,No Personal Account,Mortgage,Pension Plan 3,Land,0
13023,Female,22087.4,Married,Checking Account,1,No Personal Account,Mortgage,Pension Plan 3,Village,1
13024,Male,48055.2,Single,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Village,0
13025,Male,56990.2,Married,Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Suburban,1
13026,Female,18930.42,Single,No Checking Account,0,Personal Account,No Mortgage,No Pension Plan 3,Village,0
13027,Male,69704.6,Married,Checking Account,1,No Personal Account,Mortgage,No Pension Plan 3,City,0
13028,Male,42536.8,Married,No Checking Account,0,Personal Account,Mortgage,No Pension Plan 3,City,0
