ContractId,Age,Gender,Children,Profession,"Customer Type","Multiple cars","Driving Licence Years","Car category","Annual Kilometers",Gearbox,Fuel
7193,51,Man,2,Government,Agency,No,7,Saloon,32624,Manual,Diesel
7194,61,Woman,2,Retired,Agency,No,14,Estate,28144,Manual,Petrol
7195,40,Woman,4+,"Public Sector - Director",On-line,No,7,Saloon,39485,Manual,Diesel
7196,50,Woman,0,Government,Agency,Yes,13,Estate,28494,Automatic,Diesel
7197,52,Woman,1,Retired,Agency,Yes,3,Saloon,16675,Automatic,Diesel
7199,46,Woman,1,"Public Sector - Employee",Agency,No,13,Estate,16756,Manual,Petrol
7200,69,Woman,4+,Unemployed,Agency,No,12,Saloon,22863,Automatic,Petrol
7201,67,Woman,1,Unemployed,Agency,No,12,Sport,22111,Automatic,Petrol
7203,73,Woman,4+,Independant,Agency,Yes,21,Sport,14521,Manual,Diesel
7204,76,Woman,4+,"Public Sector - Manager",Agency,Yes,3,Saloon,19550,Automatic,Diesel
7205,19,Man,4+,Independant,Agency,No,1,Saloon,19105,Automatic,Diesel
7206,43,Woman,2,Student,Agency,No,20,Sport,27507,Automatic,Petrol
7207,53,Woman,3,Student,Agency,No,8,Saloon,21822,Automatic,Diesel
7208,62,Man,2,Student,Agency,No,22,Estate,22854,Automatic,Petrol
7209,49,Woman,4+,"Private Sector - Director",Agency,No,9,Estate,36804,Manual,Petrol
7212,29,Woman,0,Government,Agency,Yes,11,Saloon,33038,Manual,Petrol
7213,63,Woman,2,Unemployed,Agency,No,17,Saloon,22237,Automatic,Petrol
7214,106,Man,0,Student,Agency,No,4,Estate,22310,Manual,Petrol
7215,27,Man,1,"Public Sector - Employee",On-line,No,9,Estate,17758,Manual,Diesel
7216,40,Man,0,Student,Agency,Yes,17,Estate,15224,Automatic,Diesel
7217,32,Man,4+,Independant,Agency,No,14,Saloon,19004,Manual,Diesel
7218,29,Man,2,Independant,Agency,No,11,Sport,32944,Automatic,Diesel
7219,20,Man,3,Independant,Agency,No,2,Sport,48443,Manual,Diesel
7220,47,Man,1,Retired,Agency,No,16,Saloon,28682,Manual,Diesel
7221,22,Man,2,"Public Sector - Manager",On-line,Yes,4,Sport,10999,Automatic,Diesel
7222,41,Woman,2,Independant,Agency,Yes,19,Saloon,14083,Automatic,Diesel
7223,45,Woman,1,Government,Agency,No,9,Estate,31383,Manual,Petrol
7224,75,Man,4+,Independant,Agency,No,4,Estate,21376,Automatic,Diesel
7225,56,Woman,4+,"Private Sector - Employee",Agency,No,9,Estate,20808,Automatic,Diesel
7227,72,Man,0,Student,Agency,Yes,16,Saloon,22080,Automatic,Diesel
7228,93,Woman,4+,"Public Sector - Employee",Agency,Yes,10,Saloon,21742,Manual,Diesel
7229,70,Woman,0,"Public Sector - Employee",On-line,No,3,Saloon,40713,Automatic,Diesel
7230,63,Woman,0,"Private Sector - Employee",Agency,Yes,10,Estate,36415,Automatic,Diesel
7232,60,Man,1,Unemployed,Agency,Yes,11,Sport,35777,Automatic,Diesel
7233,40,Man,2,"Private Sector - Employee",Agency,No,17,Saloon,26222,Automatic,Diesel
7234,89,Woman,0,Government,Agency,No,3,Saloon,18240,Automatic,Petrol
7236,42,Man,2,"Private Sector - Director",Agency,No,17,Sport,26868,Automatic,Diesel
7237,64,Man,1,Independant,Agency,No,16,Estate,31564,Automatic,Petrol
7238,65,Man,4+,"Public Sector - Manager",Agency,Yes,21,Estate,22418,Automatic,Petrol
7239,26,Man,4+,"Private Sector - Employee",On-line,No,8,Sport,24812,Manual,Diesel
7241,52,Woman,2,Government,Agency,No,13,Estate,21075,Manual,Diesel
7242,61,Woman,4+,Government,Agency,No,15,Sport,26783,Automatic,Diesel
7243,42,Woman,1,Government,Agency,No,21,Sport,26585,Automatic,Diesel
7244,44,Woman,2,"Private Sector - Manager",Agency,No,16,Saloon,27788,Automatic,Petrol
7245,27,Woman,2,Student,On-line,Yes,9,Saloon,24051,Automatic,Petrol
7247,63,Woman,4+,Retired,Agency,No,18,Saloon,22748,Automatic,Diesel
7248,49,Man,2,Independant,On-line,Yes,22,Sport,31417,Automatic,Petrol
7249,18,Man,4+,Independant,On-line,No,0,Sport,38719,Automatic,Diesel
7251,72,Woman,2,"Private Sector - Director",On-line,Yes,4,Estate,46401,Manual,Petrol
7252,80,Man,3,Government,On-line,No,6,Saloon,16426,Manual,Diesel
7253,18,Woman,0,Unemployed,Agency,No,0,Sport,14456,Automatic,Petrol
7255,50,Woman,0,"Private Sector - Employee",Agency,No,16,Estate,11926,Automatic,Diesel
7256,60,Man,4+,"Public Sector - Director",Agency,Yes,12,Sport,16793,Manual,Diesel
7258,37,Woman,2,"Private Sector - Employee",Agency,Yes,6,Sport,22493,Manual,Diesel
7259,24,Man,2,Retired,Agency,Yes,6,Estate,29844,Automatic,Petrol
7260,57,Man,4+,Independant,Agency,Yes,10,Estate,17540,Manual,Diesel
7261,44,Man,4+,"Private Sector - Employee",Agency,No,21,Estate,26939,Manual,Petrol
7263,67,Woman,2,Unemployed,Agency,Yes,14,Saloon,23911,Automatic,Diesel
7264,49,Woman,3,Independant,Agency,Yes,19,Estate,43520,Automatic,Diesel
7266,49,Woman,1,Independant,On-line,No,3,Estate,22667,Automatic,Diesel
7267,36,Woman,0,Retired,Agency,No,18,Sport,46353,Manual,Diesel
7268,19,Man,2,Government,Agency,No,1,Sport,34386,Automatic,Petrol
7269,66,Man,2,"Private Sector - Manager",Agency,Yes,17,Saloon,25663,Automatic,Diesel
7270,57,Woman,0,Government,Agency,No,15,Saloon,30198,Manual,Diesel
7271,51,Woman,4+,Independant,Agency,No,7,Estate,33461,Manual,Diesel
7272,59,Woman,3,Unemployed,On-line,Yes,8,Sport,22839,Automatic,Petrol
7273,77,Man,2,Student,Agency,Yes,20,Sport,40246,Manual,Petrol
7274,53,Woman,1,"Public Sector - Director",Agency,Yes,12,Saloon,24972,Manual,Diesel
7275,63,Man,4+,"Private Sector - Manager",Agency,Yes,14,Estate,26534,Automatic,Petrol
7276,20,Woman,2,Unemployed,Agency,No,2,Saloon,29418,Automatic,Diesel
7277,31,Man,1,"Public Sector - Director",Agency,No,13,Estate,12831,Automatic,Diesel
7278,76,Woman,4+,"Private Sector - Employee",Agency,No,17,Estate,23103,Automatic,Diesel
7279,22,Woman,1,Student,On-line,No,4,Estate,29509,Automatic,Diesel
7280,41,Man,4+,"Public Sector - Director",Agency,No,16,Estate,19133,Automatic,Petrol
7281,37,Woman,2,"Public Sector - Employee",Agency,Yes,19,Sport,25636,Automatic,Diesel
7282,47,Woman,4+,"Private Sector - Manager",Agency,No,13,Sport,28498,Manual,Diesel
7283,42,Man,4+,"Private Sector - Manager",Agency,Yes,14,Estate,23263,Automatic,Diesel
7284,42,Man,1,Independant,Agency,No,12,Saloon,13971,Automatic,Petrol
7285,50,Woman,4+,"Private Sector - Director",Agency,Yes,22,Saloon,41507,Manual,Diesel
7287,46,Man,3,Student,Agency,Yes,6,Saloon,41403,Automatic,Diesel
7288,36,Woman,4+,"Private Sector - Director",On-line,Yes,3,Sport,28059,Automatic,Diesel
7289,37,Woman,4+,"Private Sector - Director",On-line,Yes,9,Saloon,15860,Manual,Diesel
7290,62,Man,1,Independant,On-line,No,4,Estate,21537,Automatic,Petrol
7291,39,Woman,0,Independant,Agency,No,16,Saloon,25963,Automatic,Petrol
7292,20,Woman,1,Student,Agency,No,2,Estate,22131,Automatic,Diesel
7293,45,Woman,2,"Public Sector - Employee",Agency,Yes,4,Saloon,29673,Automatic,Diesel
7294,79,Woman,0,"Private Sector - Manager",On-line,No,5,Saloon,33446,Automatic,Diesel
7295,48,Man,4+,Independant,On-line,Yes,16,Saloon,28213,Automatic,Diesel
7296,56,Woman,4+,Independant,Agency,No,7,Sport,35453,Automatic,Diesel
7297,67,Man,0,Retired,Agency,No,16,Saloon,26042,Automatic,Diesel
7298,50,Man,4+,Independant,Agency,No,7,Saloon,25045,Manual,Petrol
7301,44,Woman,4+,"Private Sector - Director",Agency,Yes,3,Saloon,12802,Automatic,Petrol
7303,69,Woman,0,Independant,Agency,No,17,Estate,19441,Automatic,Diesel
7306,48,Woman,4+,"Private Sector - Director",On-line,Yes,9,Saloon,16943,Automatic,Petrol
7307,59,Woman,4+,Retired,Agency,Yes,14,Sport,27331,Automatic,Diesel
7308,30,Woman,3,"Public Sector - Manager",Agency,No,12,Saloon,22873,Manual,Diesel
7309,76,Man,1,Unemployed,Agency,No,21,Sport,24380,Manual,Diesel
7310,79,Woman,1,Student,Agency,Yes,16,Sport,28401,Manual,Petrol
7312,70,Man,2,Retired,Agency,No,7,Sport,19148,Automatic,Petrol
7313,43,Man,1,Independant,Agency,Yes,8,Saloon,21466,Manual,Diesel
7314,66,Man,4+,"Private Sector - Employee",Agency,Yes,6,Sport,18536,Manual,Diesel
7315,73,Woman,4+,"Public Sector - Manager",Agency,No,9,Sport,24982,Automatic,Petrol
7317,67,Woman,0,Independant,On-line,No,12,Estate,20373,Manual,Diesel
7319,18,Woman,4+,Unemployed,Agency,No,0,Saloon,18042,Automatic,Petrol
7320,51,Man,4+,"Public Sector - Employee",On-line,Yes,12,Estate,20089,Manual,Petrol
7321,37,Woman,2,"Private Sector - Director",Agency,No,18,Estate,32163,Automatic,Diesel
7323,54,Woman,2,Unemployed,Agency,No,8,Sport,20017,Automatic,Diesel
7324,55,Woman,1,"Private Sector - Manager",On-line,No,10,Saloon,38639,Automatic,Diesel
7325,47,Woman,4+,Unemployed,Agency,No,10,Estate,20945,Automatic,Petrol
7326,50,Man,2,Retired,Agency,No,7,Estate,26180,Automatic,Diesel
7327,55,Man,1,"Public Sector - Manager",Agency,Yes,10,Saloon,29475,Manual,Petrol
7329,50,Woman,1,"Public Sector - Employee",Agency,No,6,Estate,23755,Manual,Diesel
7330,39,Man,3,Independant,Agency,Yes,19,Saloon,17906,Automatic,Petrol
7331,51,Woman,0,"Private Sector - Director",On-line,Yes,5,Sport,22965,Manual,Diesel
7332,73,Woman,0,Retired,Agency,No,3,Sport,29834,Automatic,Diesel
7333,69,Woman,1,Independant,Agency,Yes,9,Estate,28101,Manual,Diesel
7334,68,Man,2,"Public Sector - Director",On-line,No,22,Sport,19753,Automatic,Diesel
7335,25,Woman,2,"Private Sector - Director",On-line,Yes,7,Sport,20262,Automatic,Petrol
7336,39,Woman,0,"Private Sector - Director",On-line,No,7,Sport,19808,Automatic,Diesel
7337,57,Man,4+,Independant,Agency,No,22,Saloon,25449,Automatic,Diesel
7338,39,Woman,3,"Public Sector - Director",On-line,No,13,Saloon,23587,Automatic,Diesel
7340,52,Man,4+,"Public Sector - Manager",On-line,Yes,16,Sport,23760,Automatic,Diesel
7341,64,Woman,4+,"Private Sector - Director",Agency,No,17,Estate,23608,Automatic,Diesel
7343,54,Woman,4+,"Public Sector - Employee",Agency,No,14,Sport,27851,Automatic,Diesel
7345,48,Woman,2,"Public Sector - Employee",Agency,Yes,10,Estate,42199,Automatic,Diesel
7346,54,Man,2,"Private Sector - Manager",Agency,Yes,21,Sport,30461,Automatic,Diesel
7349,51,Man,1,"Private Sector - Director",Agency,No,11,Estate,25325,Automatic,Diesel
7350,43,Man,1,Unemployed,Agency,Yes,7,Estate,20497,Automatic,Petrol
7351,33,Woman,2,Retired,Agency,No,15,Sport,35362,Automatic,Petrol
7352,50,Man,0,Government,On-line,Yes,11,Saloon,29656,Automatic,Diesel
7354,20,Woman,2,"Public Sector - Manager",On-line,No,2,Sport,16137,Manual,Diesel
7355,74,Man,2,Retired,Agency,No,10,Saloon,31517,Automatic,Diesel
7356,64,Man,2,Government,On-line,No,9,Estate,28343,Manual,Petrol
7357,52,Woman,0,"Private Sector - Director",On-line,No,13,Saloon,21256,Automatic,Diesel
7358,26,Woman,1,Independant,On-line,No,7,Saloon,22359,Automatic,Petrol
7359,55,Man,0,Government,Agency,No,15,Sport,22289,Automatic,Diesel
7360,18,Man,2,Unemployed,Agency,Yes,0,Saloon,26348,Manual,Petrol
7361,69,Woman,0,Unemployed,Agency,No,10,Estate,26430,Automatic,Petrol
7363,24,Woman,4+,"Private Sector - Manager",Agency,No,5,Saloon,40305,Automatic,Diesel
7365,81,Woman,4+,Government,Agency,No,13,Estate,31587,Manual,Diesel
7366,24,Woman,4+,"Private Sector - Director",Agency,No,3,Saloon,23211,Automatic,Diesel
7367,44,Man,0,Government,On-line,No,13,Estate,32872,Manual,Diesel
7369,69,Woman,4+,"Private Sector - Director",Agency,No,6,Estate,48535,Automatic,Diesel
7370,25,Woman,4+,Student,Agency,No,7,Sport,20469,Manual,Petrol
7371,40,Woman,4+,"Private Sector - Director",Agency,Yes,10,Saloon,31067,Manual,Diesel
7372,21,Woman,1,Independant,On-line,Yes,3,Estate,38945,Automatic,Petrol
7374,30,Man,0,"Private Sector - Manager",Agency,No,6,Estate,20169,Automatic,Diesel
7375,47,Man,2,Unemployed,Agency,No,19,Estate,32825,Automatic,Diesel
7376,23,Man,0,"Private Sector - Employee",Agency,No,5,Sport,38294,Automatic,Petrol
7377,53,Woman,2,"Public Sector - Employee",Agency,Yes,11,Saloon,22658,Manual,Diesel
7379,38,Woman,2,"Private Sector - Employee",Agency,No,12,Saloon,25040,Automatic,Diesel
7380,19,Woman,1,Government,Agency,Yes,1,Saloon,12316,Automatic,Diesel
7381,45,Man,2,"Public Sector - Manager",Agency,No,3,Saloon,35016,Manual,Petrol
7383,57,Man,2,"Public Sector - Director",Agency,No,11,Sport,37060,Manual,Petrol
7384,56,Man,1,Unemployed,On-line,No,5,Saloon,17970,Automatic,Diesel
7385,33,Woman,0,"Private Sector - Director",Agency,No,6,Estate,18582,Automatic,Diesel
7386,64,Woman,3,Independant,Agency,Yes,15,Saloon,31142,Automatic,Petrol
7387,50,Man,0,Student,Agency,No,7,Estate,14586,Manual,Petrol
7388,52,Man,4+,"Public Sector - Director",Agency,No,6,Sport,30491,Manual,Diesel
7389,71,Woman,4+,Retired,On-line,No,14,Sport,20408,Manual,Diesel
7391,42,Man,0,"Public Sector - Director",On-line,Yes,8,Estate,26338,Automatic,Diesel
7392,26,Man,4+,"Private Sector - Manager",On-line,No,8,Saloon,15982,Automatic,Diesel
7393,43,Woman,4+,"Private Sector - Director",Agency,No,10,Estate,23733,Automatic,Diesel
7395,42,Man,4+,Retired,Agency,No,6,Saloon,30473,Automatic,Diesel
7396,23,Man,1,Unemployed,Agency,No,5,Sport,26614,Automatic,Diesel
7397,26,Woman,1,"Public Sector - Manager",Agency,No,8,Sport,20967,Automatic,Diesel
7398,53,Woman,1,Independant,Agency,No,17,Saloon,27192,Automatic,Petrol
7399,67,Man,4+,Unemployed,Agency,No,13,Sport,18285,Automatic,Diesel
7400,54,Man,2,"Private Sector - Director",On-line,No,4,Sport,40684,Automatic,Diesel
7402,51,Man,1,"Private Sector - Manager",On-line,No,16,Estate,26705,Automatic,Diesel
7403,42,Man,1,"Public Sector - Manager",Agency,No,13,Saloon,23540,Automatic,Diesel
7405,50,Woman,2,"Private Sector - Employee",Agency,No,4,Saloon,32807,Manual,Diesel
7406,19,Woman,1,Independant,Agency,No,1,Sport,22687,Manual,Diesel
7407,72,Man,2,"Private Sector - Director",On-line,Yes,9,Sport,21915,Automatic,Diesel
7408,80,Woman,1,Independant,Agency,No,6,Saloon,19495,Automatic,Petrol
7409,36,Woman,0,"Private Sector - Director",Agency,No,5,Saloon,21359,Automatic,Diesel
7410,64,Man,4+,Government,On-line,Yes,16,Sport,32235,Manual,Diesel
7411,50,Man,1,"Public Sector - Manager",Agency,Yes,12,Estate,32406,Automatic,Diesel
7413,71,Woman,2,"Public Sector - Director",Agency,No,13,Sport,21424,Automatic,Diesel
7414,20,Woman,4+,Student,On-line,Yes,2,Sport,52663,Automatic,Petrol
7415,44,Man,4+,Independant,Agency,Yes,5,Estate,31905,Automatic,Petrol
7416,52,Woman,4+,"Private Sector - Director",Agency,No,10,Sport,20391,Automatic,Diesel
7417,34,Woman,0,Independant,Agency,No,3,Sport,36458,Automatic,Diesel
7418,42,Man,0,"Public Sector - Employee",On-line,No,11,Estate,32231,Manual,Diesel
7419,25,Man,4+,Government,Agency,No,7,Estate,29938,Automatic,Diesel
7420,70,Woman,0,"Private Sector - Manager",Agency,No,18,Estate,32376,Manual,Petrol
7421,44,Woman,0,Student,On-line,No,4,Sport,25472,Manual,Diesel
7422,43,Woman,4+,Unemployed,Agency,No,7,Estate,18774,Automatic,Diesel
7423,63,Man,4+,"Private Sector - Director",Agency,No,6,Sport,16063,Manual,Diesel
7424,23,Woman,2,"Public Sector - Manager",On-line,No,5,Estate,28857,Manual,Diesel
7425,20,Woman,4+,Student,Agency,Yes,2,Estate,19596,Manual,Diesel
7426,74,Man,1,Independant,Agency,No,21,Saloon,21898,Automatic,Diesel
7427,55,Man,1,"Public Sector - Manager",Agency,No,19,Saloon,48907,Automatic,Diesel
7428,27,Woman,1,Unemployed,On-line,Yes,8,Estate,20531,Manual,Diesel
7429,29,Woman,2,Independant,Agency,No,11,Sport,35944,Automatic,Diesel
7430,74,Man,4+,Student,On-line,Yes,4,Sport,21870,Automatic,Diesel
7431,40,Man,4+,Unemployed,Agency,No,7,Sport,15570,Automatic,Diesel
7432,35,Woman,4+,"Public Sector - Director",Agency,Yes,17,Saloon,45828,Automatic,Diesel
7433,62,Woman,2,"Public Sector - Manager",Agency,No,19,Sport,54201,Manual,Diesel
7435,37,Woman,1,Retired,On-line,No,4,Saloon,28962,Automatic,Diesel
7436,74,Woman,2,Independant,On-line,No,11,Sport,54029,Automatic,Diesel
7438,25,Man,4+,Retired,Agency,No,7,Sport,28925,Automatic,Diesel
7439,68,Man,0,"Public Sector - Manager",On-line,Yes,6,Sport,15622,Manual,Diesel
7440,52,Woman,0,Government,On-line,No,19,Estate,40970,Automatic,Petrol
7442,29,Woman,2,Retired,Agency,Yes,3,Estate,25063,Automatic,Diesel
7443,18,Woman,1,Student,Agency,No,0,Estate,19770,Automatic,Diesel
7445,54,Woman,4+,"Private Sector - Employee",Agency,No,6,Saloon,35151,Automatic,Diesel
7446,44,Woman,2,Government,Agency,No,20,Estate,22156,Automatic,Diesel
7449,66,Man,1,Independant,Agency,No,19,Sport,18810,Manual,Diesel
7450,39,Woman,4+,Unemployed,Agency,Yes,19,Sport,32346,Automatic,Petrol
7451,49,Woman,0,"Private Sector - Employee",Agency,No,11,Estate,20617,Automatic,Diesel
7453,31,Woman,1,Unemployed,Agency,Yes,13,Sport,23493,Automatic,Petrol
7454,66,Woman,2,"Private Sector - Director",Agency,No,16,Estate,26099,Manual,Petrol
7455,77,Woman,2,"Private Sector - Manager",On-line,No,5,Saloon,32187,Automatic,Diesel
7456,51,Woman,4+,"Private Sector - Employee",On-line,No,15,Estate,33593,Manual,Diesel
7457,43,Man,2,"Public Sector - Director",Agency,Yes,22,Estate,40866,Manual,Diesel
7459,45,Woman,4+,"Public Sector - Manager",Agency,Yes,6,Saloon,21694,Automatic,Diesel
7460,24,Man,1,"Private Sector - Employee",On-line,No,6,Estate,24629,Automatic,Diesel
7461,39,Man,4+,"Private Sector - Director",On-line,No,21,Saloon,24204,Automatic,Diesel
7462,50,Woman,1,"Private Sector - Director",Agency,No,20,Saloon,34275,Automatic,Diesel
7463,85,Woman,3,Government,On-line,Yes,9,Sport,21800,Manual,Diesel
7464,76,Woman,0,"Private Sector - Director",Agency,No,10,Saloon,19890,Automatic,Petrol
7465,73,Man,2,Student,Agency,Yes,14,Estate,10660,Automatic,Diesel
7466,32,Woman,4+,"Public Sector - Director",Agency,No,14,Estate,21058,Manual,Diesel
7467,66,Woman,2,"Public Sector - Director",Agency,Yes,7,Saloon,19626,Manual,Diesel
7468,25,Woman,0,Independant,On-line,Yes,7,Sport,21527,Automatic,Petrol
7469,38,Woman,2,"Public Sector - Employee",Agency,No,20,Sport,25602,Manual,Diesel
7470,44,Woman,3,"Public Sector - Employee",Agency,No,21,Estate,21631,Manual,Diesel
7471,44,Man,1,Student,Agency,No,12,Estate,21666,Automatic,Petrol
7472,48,Man,2,Student,Agency,No,20,Sport,22079,Automatic,Diesel
7473,24,Woman,4+,"Public Sector - Manager",Agency,Yes,6,Sport,26235,Automatic,Diesel
7474,51,Man,2,Independant,Agency,No,8,Sport,32432,Automatic,Diesel
7475,37,Woman,4+,"Public Sector - Employee",Agency,No,17,Estate,20005,Automatic,Diesel
7477,22,Man,4+,Independant,Agency,Yes,4,Sport,22850,Automatic,Petrol
7478,65,Man,2,Independant,Agency,No,5,Saloon,24664,Automatic,Diesel
7479,20,Man,4+,"Private Sector - Employee",Agency,No,2,Saloon,33921,Automatic,Diesel
7480,71,Woman,2,Unemployed,Agency,No,4,Saloon,29016,Manual,Diesel
7481,27,Man,0,Retired,Agency,No,5,Sport,16550,Automatic,Diesel
7482,20,Man,2,"Private Sector - Employee",Agency,No,2,Saloon,33512,Automatic,Diesel
7483,52,Man,1,Government,Agency,Yes,5,Sport,8751,Automatic,Diesel
7484,72,Man,1,Independant,Agency,No,21,Sport,22857,Automatic,Diesel
7485,51,Man,2,"Private Sector - Manager",Agency,Yes,14,Saloon,37801,Automatic,Petrol
7487,57,Man,4+,Independant,Agency,No,10,Estate,24355,Automatic,Petrol
7488,51,Woman,2,"Private Sector - Director",Agency,No,19,Estate,13529,Automatic,Petrol
7489,27,Man,0,Independant,Agency,No,9,Saloon,27457,Automatic,Diesel
7490,35,Man,1,"Public Sector - Manager",On-line,No,17,Estate,39520,Manual,Petrol
7491,51,Woman,3,Retired,Agency,No,10,Sport,34232,Automatic,Diesel
7492,39,Woman,2,"Public Sector - Director",Agency,No,16,Saloon,46624,Automatic,Diesel
7495,26,Woman,2,Government,Agency,No,5,Saloon,29251,Automatic,Diesel
7496,38,Man,4+,"Public Sector - Director",Agency,Yes,19,Estate,25319,Automatic,Diesel
7499,63,Man,4+,Government,Agency,No,21,Saloon,42841,Automatic,Petrol
7500,37,Man,1,"Private Sector - Manager",Agency,Yes,12,Estate,37052,Manual,Diesel
7501,77,Woman,1,"Private Sector - Employee",Agency,No,9,Estate,19808,Manual,Diesel
7504,19,Man,3,Student,Agency,No,1,Saloon,20570,Automatic,Diesel
7505,39,Man,2,Unemployed,On-line,Yes,19,Estate,16264,Automatic,Diesel
7508,51,Man,0,Student,On-line,No,5,Sport,26439,Automatic,Diesel
7509,27,Man,2,Independant,On-line,Yes,9,Sport,27736,Manual,Diesel
7510,45,Man,0,Unemployed,Agency,No,9,Estate,27281,Automatic,Diesel
7511,18,Woman,4+,Independant,Agency,No,0,Sport,23528,Automatic,Petrol
7512,44,Man,1,"Private Sector - Director",Agency,No,5,Sport,24253,Manual,Petrol
7513,19,Woman,4+,Student,Agency,No,1,Estate,13348,Automatic,Diesel
7514,46,Woman,1,Government,Agency,No,5,Sport,36975,Automatic,Petrol
7515,50,Woman,1,Independant,Agency,No,15,Sport,27485,Automatic,Diesel
7519,20,Man,4+,Unemployed,On-line,No,2,Estate,33179,Automatic,Diesel
7521,53,Woman,2,"Public Sector - Director",Agency,No,11,Sport,20558,Automatic,Petrol
7523,66,Man,0,"Public Sector - Manager",On-line,No,22,Estate,28947,Manual,Petrol
7524,55,Woman,0,"Private Sector - Employee",Agency,No,20,Sport,31768,Manual,Diesel
7525,41,Woman,2,Government,On-line,No,8,Sport,33411,Automatic,Petrol
7526,41,Man,3,Retired,Agency,Yes,19,Saloon,25462,Automatic,Diesel
7527,42,Woman,0,"Private Sector - Employee",On-line,No,8,Estate,20964,Manual,Petrol
7528,22,Woman,1,"Private Sector - Director",On-line,Yes,3,Sport,29688,Manual,Petrol
7529,18,Woman,1,Government,Agency,No,0,Estate,25113,Manual,Petrol
7531,19,Man,4+,Independant,On-line,Yes,1,Sport,27354,Manual,Diesel
7532,43,Man,1,"Public Sector - Director",Agency,No,10,Estate,22474,Automatic,Diesel
7533,72,Man,4+,"Public Sector - Manager",On-line,No,22,Estate,21463,Automatic,Diesel
7534,40,Man,4+,"Public Sector - Employee",On-line,No,4,Saloon,30245,Manual,Diesel
7535,47,Woman,2,Independant,Agency,No,19,Saloon,23510,Manual,Petrol
7536,56,Woman,4+,Independant,Agency,No,14,Estate,38547,Automatic,Diesel
7537,37,Man,2,Independant,On-line,No,14,Estate,18433,Automatic,Diesel
7538,22,Man,4+,Independant,Agency,Yes,4,Estate,22628,Manual,Petrol
7540,48,Man,2,"Public Sector - Employee",Agency,No,3,Estate,30072,Manual,Petrol
7541,32,Man,2,"Private Sector - Manager",Agency,No,14,Saloon,20741,Automatic,Diesel
7542,31,Woman,2,"Public Sector - Director",Agency,Yes,10,Sport,24063,Manual,Diesel
7545,73,Man,2,"Public Sector - Employee",Agency,No,5,Saloon,25608,Automatic,Diesel
7546,36,Woman,2,Student,Agency,No,3,Estate,34166,Manual,Petrol
7547,43,Man,4+,"Public Sector - Director",Agency,No,6,Estate,29539,Manual,Diesel
7548,39,Man,1,Independant,On-line,No,19,Sport,31656,Automatic,Petrol
7550,44,Man,1,Independant,Agency,No,16,Saloon,31026,Automatic,Diesel
7552,70,Woman,4+,"Public Sector - Manager",Agency,No,8,Sport,20328,Manual,Petrol
7553,64,Woman,0,"Public Sector - Employee",Agency,No,17,Sport,17848,Automatic,Diesel
7554,23,Woman,4+,"Private Sector - Manager",On-line,No,5,Saloon,16787,Automatic,Diesel
7555,36,Man,4+,Student,Agency,Yes,9,Estate,37471,Automatic,Diesel
7556,34,Woman,2,Retired,On-line,Yes,16,Saloon,29997,Automatic,Diesel
7557,72,Woman,2,Retired,On-line,No,4,Estate,22008,Automatic,Diesel
7558,23,Man,2,"Public Sector - Manager",Agency,No,5,Sport,34411,Manual,Diesel
7559,72,Man,2,Independant,On-line,Yes,9,Saloon,16362,Automatic,Diesel
7560,23,Woman,2,"Public Sector - Manager",Agency,No,5,Estate,32535,Manual,Diesel
7561,49,Woman,2,Independant,Agency,No,3,Saloon,26372,Manual,Petrol
7562,46,Man,1,Student,Agency,No,16,Estate,17569,Automatic,Diesel
7564,69,Woman,2,"Private Sector - Director",On-line,No,4,Sport,15498,Manual,Petrol
7565,63,Man,0,Government,On-line,No,3,Estate,32300,Automatic,Diesel
7566,18,Woman,0,Unemployed,Agency,No,0,Sport,21864,Automatic,Diesel
7567,51,Man,2,Student,On-line,No,17,Sport,26613,Automatic,Diesel
7568,55,Man,2,"Public Sector - Director",On-line,No,5,Saloon,29181,Automatic,Diesel
7569,43,Woman,4+,Independant,Agency,No,12,Estate,36217,Manual,Diesel
7570,63,Man,2,"Public Sector - Director",Agency,No,6,Sport,16447,Automatic,Diesel
7573,50,Woman,4+,"Private Sector - Manager",Agency,No,22,Estate,24021,Automatic,Diesel
7574,29,Woman,0,"Public Sector - Manager",On-line,No,11,Estate,15891,Automatic,Diesel
7575,56,Woman,4+,Government,Agency,Yes,21,Estate,17334,Automatic,Diesel
7576,37,Woman,2,Government,Agency,No,16,Sport,17106,Automatic,Diesel
7577,32,Man,4+,"Public Sector - Director",Agency,No,14,Estate,27788,Automatic,Diesel
7578,33,Woman,1,Student,Agency,No,3,Estate,18050,Automatic,Petrol
7579,73,Man,4+,Retired,Agency,No,8,Sport,21053,Automatic,Diesel
7580,26,Man,4+,"Public Sector - Manager",On-line,No,8,Estate,21744,Automatic,Petrol
7582,66,Woman,4+,Independant,Agency,No,18,Sport,18053,Automatic,Petrol
7583,56,Woman,4+,Unemployed,Agency,No,18,Estate,22037,Manual,Diesel
7584,77,Man,1,"Public Sector - Manager",Agency,No,11,Estate,19260,Automatic,Petrol
7585,70,Man,4+,Unemployed,Agency,No,3,Sport,20499,Automatic,Diesel
7586,70,Woman,4+,"Public Sector - Manager",Agency,No,15,Sport,33127,Manual,Petrol
7587,22,Man,2,"Private Sector - Employee",On-line,Yes,4,Sport,25497,Manual,Petrol
